obs	caseno	begin	end	event	backlog	agenda	qmv	qmvpostsea	qmvpostteu	coop	codec	eu9	eu10	eu12	eu15	thatcher
796	433	0	318	0	172	0	0	0	0	0	0	1	0	0	0	0
797	433	318	1039	0	172	0	0	0	0	0	0	1	0	0	0	1
798	433	1039	2387	1	172	0	0	0	0	0	0	0	1	0	0	1
799	434	0	295	0	172	0	0	0	0	0	0	1	0	0	0	0
800	434	295	1016	0	172	0	0	0	0	0	0	1	0	0	0	1
801	434	1016	2371	1	172	0	0	0	0	0	0	0	1	0	0	1
802	435	0	280	0	172	0	0	0	0	0	0	1	0	0	0	0
803	435	280	928	1	172	0	0	0	0	0	0	1	0	0	0	1
804	436	0	265	0	172	0	0	0	0	0	0	1	0	0	0	0
805	436	265	986	0	172	0	0	0	0	0	0	1	0	0	0	1
806	436	986	2181	1	172	0	0	0	0	0	0	0	1	0	0	1
807	437	0	258	0	172	0	0	0	0	0	0	1	0	0	0	0
808	437	258	587	1	172	0	0	0	0	0	0	1	0	0	0	1
809	438	0	33	1	172	0	0	0	0	0	0	1	0	0	0	0
810	439	0	230	0	172	0	0	0	0	0	0	1	0	0	0	0
811	439	230	951	0	172	0	0	0	0	0	0	1	0	0	0	1
812	439	951	1606	1	172	0	0	0	0	0	0	0	1	0	0	1
813	440	0	27	1	172	0	0	0	0	0	0	1	0	0	0	0
814	441	0	199	0	172	0	0	0	0	0	0	1	0	0	0	0
815	441	199	393	1	172	0	0	0	0	0	0	1	0	0	0	1
816	442	0	177	0	172	0	0	0	0	0	0	1	0	0	0	0
817	442	177	202	1	172	0	0	0	0	0	0	1	0	0	0	1
818	443	0	177	0	172	0	0	0	0	0	0	1	0	0	0	0
819	443	177	898	0	172	0	0	0	0	0	0	1	0	0	0	1
820	443	898	2724	0	172	0	0	0	0	0	0	0	1	0	0	1
821	443	2724	3254	0	172	0	0	0	0	0	0	0	0	1	0	1
822	443	3254	4517	0	172	0	0	0	0	0	0	0	0	1	0	1
823	443	4517	5496	0	172	0	0	0	0	0	0	0	0	1	0	0
824	444	0	153	1	172	0	1	0	0	0	0	1	0	0	0	0
825	445	0	171	0	172	0	1	0	0	0	0	1	0	0	0	0
826	445	171	197	1	172	0	1	0	0	0	0	1	0	0	0	1
827	446	0	171	0	172	0	1	0	0	0	0	1	0	0	0	0
828	446	171	197	1	172	0	1	0	0	0	0	1	0	0	0	1
829	447	0	170	0	172	0	0	0	0	0	0	1	0	0	0	0
830	447	170	441	1	172	0	0	0	0	0	0	1	0	0	0	1
831	448	0	169	0	172	0	0	0	0	0	0	1	0	0	0	0
832	448	169	292	1	172	0	0	0	0	0	0	1	0	0	0	1
833	449	0	169	0	172	0	0	0	0	0	0	1	0	0	0	0
834	449	169	292	1	172	0	0	0	0	0	0	1	0	0	0	1
835	450	0	167	0	172	0	0	0	0	0	0	1	0	0	0	0
836	450	167	293	1	172	0	0	0	0	0	0	1	0	0	0	1
837	451	0	133	1	172	0	0	0	0	0	0	1	0	0	0	0
838	452	0	133	1	172	0	0	0	0	0	0	1	0	0	0	0
839	453	0	127	0	172	0	0	0	0	0	0	1	0	0	0	0
840	453	127	201	1	172	0	0	0	0	0	0	1	0	0	0	1
841	454	0	126	0	172	0	0	0	0	0	0	1	0	0	0	0
842	454	126	847	0	172	0	0	0	0	0	0	1	0	0	0	1
843	454	847	1566	0	172	0	0	0	0	0	0	0	1	0	0	1
844	455	0	78	1	172	0	1	0	0	0	0	1	0	0	0	0
845	456	0	115	0	172	0	0	0	0	0	0	1	0	0	0	0
846	456	115	241	1	172	0	0	0	0	0	0	1	0	0	0	1
847	457	0	115	0	172	0	0	0	0	0	0	1	0	0	0	0
848	457	115	280	1	172	0	0	0	0	0	0	1	0	0	0	1
849	458	0	81	1	172	0	0	0	0	0	0	1	0	0	0	0
850	459	0	77	0	172	0	1	0	0	0	0	1	0	0	0	0
851	459	77	103	1	172	0	1	0	0	0	0	1	0	0	0	1
852	460	0	44	1	172	0	0	0	0	0	0	1	0	0	0	0
853	461	0	44	1	172	0	0	0	0	0	0	1	0	0	0	0
854	462	0	62	0	172	0	0	0	0	0	0	1	0	0	0	0
855	462	62	75	1	172	0	0	0	0	0	0	1	0	0	0	1
856	463	0	62	0	172	0	0	0	0	0	0	1	0	0	0	0
857	463	62	75	1	172	0	0	0	0	0	0	1	0	0	0	1
858	464	0	51	0	172	0	0	0	0	0	0	1	0	0	0	0
859	464	51	721	1	172	0	0	0	0	0	0	1	0	0	0	1
860	465	0	50	0	172	0	0	0	0	0	0	1	0	0	0	0
861	465	50	771	0	172	0	0	0	0	0	0	1	0	0	0	1
862	465	771	2597	0	172	0	0	0	0	0	0	0	1	0	0	1
863	465	2597	2984	0	172	0	0	0	0	0	0	0	0	1	0	1
864	466	0	49	0	172	0	0	0	0	0	0	1	0	0	0	0
865	466	49	130	1	172	0	0	0	0	0	0	1	0	0	0	1
866	467	0	41	0	172	0	0	0	0	0	0	1	0	0	0	0
867	467	41	605	0	172	0	0	0	0	0	0	1	0	0	0	1
868	468	0	37	0	172	0	0	0	0	0	0	1	0	0	0	0
869	468	37	560	1	172	0	0	0	0	0	0	1	0	0	0	1
870	469	0	37	0	172	0	0	0	0	0	0	1	0	0	0	0
871	469	37	758	0	172	0	0	0	0	0	0	1	0	0	0	1
872	469	758	2584	0	172	0	0	0	0	0	0	0	1	0	0	1
873	469	2584	2971	0	172	0	0	0	0	0	0	0	0	1	0	1
874	470	0	36	0	172	0	0	0	0	0	0	1	0	0	0	0
875	470	36	230	1	172	0	0	0	0	0	0	1	0	0	0	1
876	471	0	31	0	172	0	0	0	0	0	0	1	0	0	0	0
877	471	31	752	0	172	0	0	0	0	0	0	1	0	0	0	1
878	471	752	2107	1	172	0	0	0	0	0	0	0	1	0	0	1
879	472	0	30	0	172	0	0	0	0	0	0	1	0	0	0	0
880	472	30	83	1	172	0	0	0	0	0	0	1	0	0	0	1
881	473	0	29	0	172	0	0	0	0	0	0	1	0	0	0	0
882	473	29	750	0	172	0	0	0	0	0	0	1	0	0	0	1
883	473	750	2576	0	172	0	0	0	0	0	0	0	1	0	0	1
884	473	2576	2641	0	172	0	0	0	0	0	0	0	0	1	0	1
885	474	0	20	0	172	0	0	0	0	0	0	1	0	0	0	0
886	474	20	741	0	172	0	0	0	0	0	0	1	0	0	0	1
887	474	741	2189	1	172	0	0	0	0	0	0	0	1	0	0	1
888	475	0	20	0	172	0	0	0	0	0	0	1	0	0	0	0
889	475	20	741	0	172	0	0	0	0	0	0	1	0	0	0	1
890	475	741	2567	0	172	0	0	0	0	0	0	0	1	0	0	1
891	475	2567	2771	1	172	0	0	0	0	0	0	0	0	1	0	1
892	476	0	721	0	171	0	1	0	0	0	0	1	0	0	0	1
893	476	721	1131	1	171	0	1	0	0	0	0	0	1	0	0	1
894	477	0	720	0	171	0	0	0	0	0	0	1	0	0	0	1
895	477	720	851	1	171	0	0	0	0	0	0	0	1	0	0	1
896	478	0	716	0	171	0	0	0	0	0	0	1	0	0	0	1
897	478	716	2487	0	171	0	0	0	0	0	0	0	1	0	0	1
898	479	0	706	0	171	0	0	0	0	0	0	1	0	0	0	1
899	479	706	1641	1	171	0	0	0	0	0	0	0	1	0	0	1
900	480	0	324	1	171	0	1	0	0	0	0	1	0	0	0	1
901	481	0	693	0	171	0	0	0	0	0	0	1	0	0	0	1
902	481	693	2133	1	171	0	0	0	0	0	0	0	1	0	0	1
903	482	0	680	0	171	0	0	0	0	0	0	1	0	0	0	1
904	482	680	2506	0	171	0	0	0	0	0	0	0	1	0	0	1
905	482	2506	2861	1	171	0	0	0	0	0	0	0	0	1	0	1
906	483	0	297	1	171	0	0	0	0	0	0	1	0	0	0	1
907	484	0	145	1	171	0	0	0	0	0	0	1	0	0	0	1
908	485	0	637	1	171	0	0	0	0	0	0	1	0	0	0	1
909	486	0	468	1	171	0	1	0	0	0	0	1	0	0	0	1
910	487	0	659	0	171	0	1	0	0	0	0	1	0	0	0	1
911	487	659	839	1	171	0	1	0	0	0	0	0	1	0	0	1
912	488	0	659	0	171	0	1	0	0	0	0	1	0	0	0	1
913	488	659	839	1	171	0	1	0	0	0	0	0	1	0	0	1
914	489	0	659	0	171	0	1	0	0	0	0	1	0	0	0	1
915	489	659	2093	0	171	0	1	0	0	0	0	0	1	0	0	1
916	490	0	130	1	171	0	0	0	0	0	0	1	0	0	0	1
917	491	0	85	1	171	0	1	0	0	0	0	1	0	0	0	1
918	492	0	156	0	171	0	1	0	0	0	0	1	0	0	0	1
919	493	0	415	1	171	0	0	0	0	0	0	1	0	0	0	1
920	494	0	632	0	171	0	0	0	0	0	0	1	0	0	0	1
921	494	632	1939	1	171	0	0	0	0	0	0	0	1	0	0	1
922	495	0	430	1	171	0	0	0	0	0	0	1	0	0	0	1
923	496	0	608	0	171	0	0	0	0	0	0	1	0	0	0	1
924	496	608	2434	0	171	0	0	0	0	0	0	0	1	0	0	1
925	496	2434	2789	1	171	0	0	0	0	0	0	0	0	1	0	1
926	497	0	601	0	171	0	0	0	0	0	0	1	0	0	0	1
927	497	601	2427	0	171	0	0	0	0	0	0	0	1	0	0	1
928	497	2427	2589	1	171	0	0	0	0	0	0	0	0	1	0	1
929	498	0	601	0	171	0	0	0	0	0	0	1	0	0	0	1
930	498	601	2427	0	171	0	0	0	0	0	0	0	1	0	0	1
931	498	2427	2957	0	171	0	0	0	0	0	0	0	0	1	0	1
932	498	2957	3324	1	171	0	0	0	0	0	0	0	0	1	0	1
933	499	0	597	0	171	0	0	0	0	0	0	1	0	0	0	1
934	499	597	1098	1	171	0	0	0	0	0	0	0	1	0	0	1
935	500	0	167	1	171	0	1	0	0	0	0	1	0	0	0	1
936	501	0	568	0	171	0	0	0	0	0	0	1	0	0	0	1
937	501	568	1013	1	171	0	0	0	0	0	0	0	1	0	0	1
938	502	0	568	0	171	0	0	0	0	0	0	1	0	0	0	1
939	502	568	1013	1	171	0	0	0	0	0	0	0	1	0	0	1
940	503	0	561	0	171	0	1	0	0	0	0	1	0	0	0	1
941	503	561	2375	1	171	0	1	0	0	0	0	0	1	0	0	1
942	504	0	209	1	171	0	0	0	0	0	0	1	0	0	0	1
943	505	0	546	0	171	0	0	0	0	0	0	1	0	0	0	1
944	505	546	2372	0	171	0	0	0	0	0	0	0	1	0	0	1
945	505	2372	2902	0	171	0	0	0	0	0	0	0	0	1	0	1
946	505	2902	4165	0	171	0	0	1	0	1	0	0	0	1	0	1
947	505	4165	5144	0	171	0	0	1	0	1	0	0	0	1	0	0
948	506	0	540	0	171	0	0	0	0	0	0	1	0	0	0	1
949	506	540	593	1	171	0	0	0	0	0	0	0	1	0	0	1
950	507	0	194	1	171	0	0	0	0	0	0	1	0	0	0	1
951	508	0	194	1	171	0	1	0	0	0	0	1	0	0	0	1
952	509	0	538	0	171	0	0	0	0	0	0	1	0	0	0	1
953	509	538	1077	1	171	0	0	0	0	0	0	0	1	0	0	1
954	510	0	533	0	171	0	0	0	0	0	0	1	0	0	0	1
955	510	533	2359	0	171	0	0	0	0	0	0	0	1	0	0	1
956	510	2359	2889	0	171	0	0	0	0	0	0	0	0	1	0	1
957	510	2889	2896	1	171	0	0	0	0	0	0	0	0	1	0	1
958	511	0	531	0	171	0	0	0	0	0	0	1	0	0	0	1
959	511	531	550	1	171	0	0	0	0	0	0	0	1	0	0	1
960	512	0	527	0	171	0	1	0	0	0	0	1	0	0	0	1
961	512	527	1168	1	171	0	1	0	0	0	0	0	1	0	0	1
962	513	0	526	0	171	0	0	0	0	0	0	1	0	0	0	1
963	513	526	2352	0	171	0	0	0	0	0	0	0	1	0	0	1
964	513	2352	2882	0	171	0	0	0	0	0	0	0	0	1	0	1
965	513	2882	3570	0	171	0	0	0	0	0	0	0	0	1	0	1
966	514	0	235	1	171	0	1	0	0	0	0	1	0	0	0	1
967	515	0	483	0	171	0	0	0	0	0	0	1	0	0	0	1
968	515	483	2309	0	171	0	0	0	0	0	0	0	1	0	0	1
969	515	2309	2839	0	171	0	0	0	0	0	0	0	0	1	0	1
970	515	2839	2846	1	171	0	0	0	0	0	0	0	0	1	0	1
971	516	0	465	0	171	0	0	0	0	0	0	1	0	0	0	1
972	516	465	639	1	171	0	0	0	0	0	0	0	1	0	0	1
973	517	0	113	1	171	0	0	0	0	0	0	1	0	0	0	1
974	518	0	436	0	171	0	0	0	0	0	0	1	0	0	0	1
975	518	436	475	1	171	0	0	0	0	0	0	0	1	0	0	1
976	519	0	434	0	171	0	0	0	0	0	0	1	0	0	0	1
977	519	434	774	1	171	0	0	0	0	0	0	0	1	0	0	1
978	520	0	266	1	171	0	0	0	0	0	0	1	0	0	0	1
979	521	0	76	1	171	0	0	0	0	0	0	1	0	0	0	1
980	522	0	35	1	171	0	1	0	0	0	0	1	0	0	0	1
981	523	0	408	0	171	0	0	0	0	0	0	1	0	0	0	1
982	523	408	2234	0	171	0	0	0	0	0	0	0	1	0	0	1
983	523	2234	2764	0	171	0	0	0	0	0	0	0	0	1	0	1
984	523	2764	2767	1	171	0	0	0	0	0	0	0	0	1	0	1
985	524	0	402	0	171	0	0	0	0	0	0	1	0	0	0	1
986	524	402	945	1	171	0	0	0	0	0	0	0	1	0	0	1
987	525	0	119	1	171	0	1	0	0	0	0	1	0	0	0	1
988	526	0	395	0	171	0	0	0	0	0	0	1	0	0	0	1
989	526	395	967	1	171	0	0	0	0	0	0	0	1	0	0	1
990	527	0	393	0	171	0	1	0	0	0	0	1	0	0	0	1
991	527	393	2219	0	171	0	1	0	0	0	0	0	1	0	0	1
992	527	2219	2606	0	171	0	1	0	0	0	0	0	0	1	0	1
993	528	0	386	0	171	0	0	0	0	0	0	1	0	0	0	1
994	528	386	2212	0	171	0	0	0	0	0	0	0	1	0	0	1
995	528	2212	2742	0	171	0	0	0	0	0	0	0	0	1	0	1
996	528	2742	4005	0	171	0	0	0	0	0	0	0	0	1	0	1
997	528	4005	4655	0	171	0	0	0	0	0	0	0	0	1	0	0
998	529	0	385	0	171	0	0	0	0	0	0	1	0	0	0	1
999	529	385	565	1	171	0	0	0	0	0	0	0	1	0	0	1
1000	530	0	214	1	171	0	0	0	0	0	0	1	0	0	0	1
1001	531	0	341	1	191	0	0	0	0	0	0	1	0	0	0	1
1002	532	0	341	1	191	0	0	0	0	0	0	1	0	0	0	1
1003	533	0	358	0	191	0	0	0	0	0	0	1	0	0	0	1
1004	533	358	2184	0	191	0	0	0	0	0	0	0	1	0	0	1
1005	533	2184	2329	1	191	0	0	0	0	0	0	0	0	1	0	1
1006	534	0	358	0	191	0	0	0	0	0	0	1	0	0	0	1
1007	534	358	2184	0	191	0	0	0	0	0	0	0	1	0	0	1
1008	534	2184	2329	1	191	0	0	0	0	0	0	0	0	1	0	1
1009	535	0	358	0	191	0	1	0	0	0	0	1	0	0	0	1
1010	535	358	2184	0	191	0	1	0	0	0	0	0	1	0	0	1
1011	535	2184	2571	0	191	0	1	0	0	0	0	0	0	1	0	1
1012	536	0	358	0	191	0	1	0	0	0	0	1	0	0	0	1
1013	536	358	2184	0	191	0	1	0	0	0	0	0	1	0	0	1
1014	536	2184	2571	0	191	0	1	0	0	0	0	0	0	1	0	1
1015	537	0	357	0	191	0	0	0	0	0	0	1	0	0	0	1
1016	537	357	2183	0	191	0	0	0	0	0	0	0	1	0	0	1
1017	537	2183	2713	0	191	0	0	0	0	0	0	0	0	1	0	1
1018	537	2713	3976	0	191	0	0	0	0	0	0	0	0	1	0	1
1019	537	3976	4955	0	191	0	0	0	0	0	0	0	0	1	0	0
1020	538	0	356	0	191	0	0	0	0	0	0	1	0	0	0	1
1021	538	356	1057	1	191	0	0	0	0	0	0	0	1	0	0	1
1022	539	0	356	0	191	0	1	0	0	0	0	1	0	0	0	1
1023	539	356	2182	0	191	0	1	0	0	0	0	0	1	0	0	1
1024	539	2182	2712	0	191	0	1	0	0	0	0	0	0	1	0	1
1025	539	2712	3265	1	191	0	0	1	0	0	0	0	0	1	0	1
1026	540	0	307	1	191	0	1	0	0	0	0	1	0	0	0	1
1027	541	0	321	1	191	0	1	0	0	0	0	1	0	0	0	1
1028	542	0	344	0	191	0	0	0	0	0	0	1	0	0	0	1
1029	542	344	1402	1	191	0	0	0	0	0	0	0	1	0	0	1
1030	543	0	343	0	191	0	1	0	0	0	0	1	0	0	0	1
1031	543	343	2169	0	191	0	1	0	0	0	0	0	1	0	0	1
1032	543	2169	2373	1	191	0	1	0	0	0	0	0	0	1	0	1
1033	544	0	343	0	191	0	1	0	0	0	0	1	0	0	0	1
1034	544	343	2169	0	191	0	1	0	0	0	0	0	1	0	0	1
1035	544	2169	2373	1	191	0	1	0	0	0	0	0	0	1	0	1
1036	545	0	338	0	191	0	0	0	0	0	0	1	0	0	0	1
1037	545	338	748	1	191	0	0	0	0	0	0	0	1	0	0	1
1038	546	0	329	0	191	0	0	0	0	0	0	1	0	0	0	1
1039	546	329	2100	0	191	0	0	0	0	0	0	0	1	0	0	1
1040	547	0	328	0	191	0	0	0	0	0	0	1	0	0	0	1
1041	547	328	782	1	191	0	0	0	0	0	0	0	1	0	0	1
1042	548	0	307	0	191	0	0	0	0	0	0	1	0	0	0	1
1043	548	307	507	1	191	0	0	0	0	0	0	0	1	0	0	1
1044	549	0	307	0	191	0	0	0	0	0	0	1	0	0	0	1
1045	549	307	507	1	191	0	0	0	0	0	0	0	1	0	0	1
1046	550	0	307	0	191	0	0	0	0	0	0	1	0	0	0	1
1047	550	307	507	1	191	0	0	0	0	0	0	0	1	0	0	1
1048	551	0	307	0	191	0	0	0	0	0	0	1	0	0	0	1
1049	551	307	1298	1	191	0	0	0	0	0	0	0	1	0	0	1
1050	552	0	290	0	191	0	0	0	0	0	0	1	0	0	0	1
1051	552	290	998	1	191	0	0	0	0	0	0	0	1	0	0	1
1052	553	0	50	1	191	0	0	0	0	0	0	1	0	0	0	1
1053	554	0	189	1	191	0	0	0	0	0	0	1	0	0	0	1
1054	555	0	189	1	191	0	0	0	0	0	0	1	0	0	0	1
1055	556	0	189	1	191	0	0	0	0	0	0	1	0	0	0	1
1056	557	0	190	1	191	0	0	0	0	0	0	1	0	0	0	1
1057	558	0	232	0	191	0	0	0	0	0	0	1	0	0	0	1
1058	558	232	2058	0	191	0	0	0	0	0	0	0	1	0	0	1
1059	558	2058	2588	0	191	0	0	0	0	0	0	0	0	1	0	1
1060	558	2588	3851	0	191	0	0	1	0	1	0	0	0	1	0	1
1061	558	3851	4830	0	191	0	0	1	0	1	0	0	0	1	0	0
1062	559	0	232	0	191	0	0	0	0	0	0	1	0	0	0	1
1063	559	232	2058	0	191	0	0	0	0	0	0	0	1	0	0	1
1064	559	2058	2588	0	191	0	0	0	0	0	0	0	0	1	0	1
1065	559	2588	3851	0	191	0	0	1	0	1	0	0	0	1	0	1
1066	559	3851	4830	0	191	0	0	1	0	1	0	0	0	1	0	0
1067	560	0	232	0	191	0	0	0	0	0	0	1	0	0	0	1
1068	560	232	2058	0	191	0	0	0	0	0	0	0	1	0	0	1
1069	560	2058	2588	0	191	0	0	0	0	0	0	0	0	1	0	1
1070	560	2588	3851	0	191	0	0	1	0	1	0	0	0	1	0	1
1071	560	3851	4830	0	191	0	0	1	0	1	0	0	0	1	0	0
1072	561	0	224	0	191	0	0	0	0	0	0	1	0	0	0	1
1073	561	224	1040	1	191	0	0	0	0	0	0	0	1	0	0	1
1074	562	0	224	0	191	0	0	0	0	0	0	1	0	0	0	1
1075	562	224	2050	0	191	0	0	0	0	0	0	0	1	0	0	1
1076	562	2050	2580	0	191	0	0	0	0	0	0	0	0	1	0	1
1077	562	2580	2953	1	191	0	0	1	0	1	0	0	0	1	0	1
1078	563	0	218	0	191	0	0	0	0	0	0	1	0	0	0	1
1079	563	218	573	0	191	0	0	0	0	0	0	0	1	0	0	1
1080	564	0	204	0	191	0	0	0	0	0	0	1	0	0	0	1
1081	564	204	1842	1	191	0	0	0	0	0	0	0	1	0	0	1
1082	565	0	196	0	191	0	0	0	0	0	0	1	0	0	0	1
1083	565	196	2022	0	191	0	0	0	0	0	0	0	1	0	0	1
1084	565	2022	2409	0	191	0	0	0	0	0	0	0	0	1	0	1
1085	566	0	189	0	191	0	0	0	0	0	0	1	0	0	0	1
1086	566	189	1084	0	191	0	0	0	0	0	0	0	1	0	0	1
1087	567	0	189	0	191	0	0	0	0	0	0	1	0	0	0	1
1088	567	189	2015	0	191	0	0	0	0	0	0	0	1	0	0	1
1089	567	2015	2545	0	191	0	0	0	0	0	0	0	0	1	0	1
1090	567	2545	3808	0	191	0	0	1	0	0	0	0	0	1	0	1
1091	567	3808	4876	0	191	0	0	1	0	0	0	0	0	1	0	0
1092	567	4876	5011	0	191	0	0	0	1	1	0	0	0	1	0	0
1093	568	0	188	0	191	0	0	0	0	0	0	1	0	0	0	1
1094	568	188	2014	0	191	0	0	0	0	0	0	0	1	0	0	1
1095	568	2014	2544	0	191	0	0	0	0	0	0	0	0	1	0	1
1096	568	2544	2863	0	191	0	0	0	0	0	0	0	0	1	0	1
1097	569	0	174	0	191	0	1	0	0	0	0	1	0	0	0	1
1098	569	174	354	1	191	0	1	0	0	0	0	0	1	0	0	1
1099	570	0	169	0	191	0	1	0	0	0	0	1	0	0	0	1
1100	570	169	1995	0	191	0	1	0	0	0	0	0	1	0	0	1
1101	570	1995	2382	0	191	0	1	0	0	0	0	0	0	1	0	1
1102	571	0	167	0	191	0	0	0	0	0	0	1	0	0	0	1
1103	571	167	241	1	191	0	0	0	0	0	0	0	1	0	0	1
1104	572	0	163	0	191	0	0	0	0	0	0	1	0	0	0	1
1105	572	163	489	1	191	0	0	0	0	0	0	0	1	0	0	1
1106	573	0	133	1	191	0	1	0	0	0	0	1	0	0	0	1
1107	574	0	155	0	191	0	0	0	0	0	0	1	0	0	0	1
1108	574	155	1248	1	191	0	0	0	0	0	0	0	1	0	0	1
1109	575	0	135	0	191	0	1	0	0	0	0	1	0	0	0	1
1110	575	135	951	1	191	0	1	0	0	0	0	0	1	0	0	1
1111	576	0	115	0	191	0	1	0	0	0	0	1	0	0	0	1
1112	576	115	498	1	191	0	1	0	0	0	0	0	1	0	0	1
1113	577	0	105	0	191	0	0	0	0	0	0	1	0	0	0	1
1114	577	105	1096	1	191	0	0	0	0	0	0	0	1	0	0	1
1115	578	0	105	0	191	0	1	0	0	0	0	1	0	0	0	1
1116	578	105	222	1	191	0	1	0	0	0	0	0	1	0	0	1
1117	579	0	90	0	191	0	0	0	0	0	0	1	0	0	0	1
1118	579	90	348	0	191	0	0	0	0	0	0	0	1	0	0	1
1119	580	0	83	0	191	0	0	0	0	0	0	1	0	0	0	1
1120	580	83	773	1	191	0	0	0	0	0	0	0	1	0	0	1
1121	581	0	70	0	191	0	0	0	0	0	0	1	0	0	0	1
1122	581	70	1896	0	191	0	0	0	0	0	0	0	1	0	0	1
1123	581	1896	2426	0	191	0	0	0	0	0	0	0	0	1	0	1
1124	581	2426	3689	0	191	0	0	0	0	0	0	0	0	1	0	1
1125	581	3689	4757	0	191	0	0	0	0	0	0	0	0	1	0	0
1126	581	4757	5183	0	191	0	0	0	0	0	0	0	0	1	0	0
1127	581	5183	6313	0	191	0	0	0	0	0	0	0	0	0	1	0
1128	582	0	45	1	191	0	0	0	0	0	0	1	0	0	0	1
1129	583	0	50	0	191	0	0	0	0	0	0	1	0	0	0	1
1130	583	50	341	1	191	0	0	0	0	0	0	0	1	0	0	1
1131	584	0	43	0	191	0	0	0	0	0	0	1	0	0	0	1
1132	584	43	1869	0	191	0	0	0	0	0	0	0	1	0	0	1
1133	584	1869	2399	0	191	0	0	0	0	0	0	0	0	1	0	1
1134	584	2399	2954	1	191	0	0	1	0	1	0	0	0	1	0	1
1135	585	0	41	0	191	0	0	0	0	0	0	1	0	0	0	1
1136	585	41	1867	0	191	0	0	0	0	0	0	0	1	0	0	1
1137	585	1867	2222	1	191	0	0	0	0	0	0	0	0	1	0	1
1138	586	0	34	0	191	0	0	0	0	0	0	1	0	0	0	1
1139	586	34	1062	1	191	0	0	0	0	0	0	0	1	0	0	1
1140	587	0	30	0	191	0	0	0	0	0	0	1	0	0	0	1
1141	587	30	1036	1	191	0	0	0	0	0	0	0	1	0	0	1
1142	588	0	28	0	191	0	0	0	0	0	0	1	0	0	0	1
1143	588	28	319	1	191	0	0	0	0	0	0	0	1	0	0	1
1144	589	0	28	0	191	0	0	0	0	0	0	1	0	0	0	1
1145	589	28	319	1	191	0	0	0	0	0	0	0	1	0	0	1
1146	590	0	27	0	191	0	1	0	0	0	0	1	0	0	0	1
1147	590	27	599	1	191	0	1	0	0	0	0	0	1	0	0	1
1148	591	0	24	0	191	0	0	0	0	0	0	1	0	0	0	1
1149	591	24	198	1	191	0	0	0	0	0	0	0	1	0	0	1
1150	592	0	24	0	191	0	0	0	0	0	0	1	0	0	0	1
1151	592	24	344	1	191	0	0	0	0	0	0	0	1	0	0	1
1152	593	0	24	0	191	0	0	0	0	0	0	1	0	0	0	1
1153	593	24	344	1	191	0	0	0	0	0	0	0	1	0	0	1
1154	594	0	24	0	191	0	0	0	0	0	0	1	0	0	0	1
1155	594	24	959	1	191	0	0	0	0	0	0	0	1	0	0	1
1156	595	0	23	0	191	0	1	0	0	0	0	1	0	0	0	1
1157	595	23	1801	1	191	0	1	0	0	0	0	0	1	0	0	1
1158	596	0	22	0	191	0	0	0	0	0	0	1	0	0	0	1
1159	596	22	313	1	191	0	0	0	0	0	0	0	1	0	0	1
1160	597	0	17	0	191	0	0	0	0	0	0	1	0	0	0	1
1161	597	17	833	1	191	0	0	0	0	0	0	0	1	0	0	1
1162	598	0	17	0	191	0	0	0	0	0	0	1	0	0	0	1
1163	598	17	1843	0	191	0	0	0	0	0	0	0	1	0	0	1
1164	598	1843	1988	1	191	0	0	0	0	0	0	0	0	1	0	1
1165	599	0	17	0	191	0	0	0	0	0	0	1	0	0	0	1
1166	599	17	1788	0	191	0	0	0	0	0	0	0	1	0	0	1
1167	600	0	17	0	191	0	0	0	0	0	0	1	0	0	0	1
1168	600	17	1843	0	191	0	0	0	0	0	0	0	1	0	0	1
1169	600	1843	2230	0	191	0	0	0	0	0	0	0	0	1	0	1
1170	601	0	16	0	191	0	0	0	0	0	0	1	0	0	0	1
1171	601	16	1842	0	191	0	0	0	0	0	0	0	1	0	0	1
1172	601	1842	2046	1	191	0	0	0	0	0	0	0	0	1	0	1
1173	602	0	15	0	191	0	0	0	0	0	0	1	0	0	0	1
1174	602	15	716	1	191	0	0	0	0	0	0	0	1	0	0	1
1175	603	0	1	0	191	0	0	0	0	0	0	1	0	0	0	1
1176	603	1	1440	1	191	0	0	0	0	0	0	0	1	0	0	1
1177	604	0	1	0	191	0	0	0	0	0	0	1	0	0	0	1
1178	604	1	1827	0	191	0	0	0	0	0	0	0	1	0	0	1
1179	604	1827	2357	0	191	0	0	0	0	0	0	0	0	1	0	1
1180	604	2357	3029	1	191	0	0	1	0	1	0	0	0	1	0	1
1181	605	0	1818	0	190	0	0	0	0	0	0	0	1	0	0	1
1182	605	1818	2348	0	190	0	0	0	0	0	0	0	0	1	0	1
1183	605	2348	3358	0	190	0	0	1	0	1	0	0	0	1	0	1
1184	606	0	826	1	190	0	0	0	0	0	0	0	1	0	0	1
1185	607	0	1009	1	190	0	0	0	0	0	0	0	1	0	0	1
1186	608	0	320	1	190	0	0	0	0	0	0	0	1	0	0	1
1187	609	0	363	1	190	0	0	0	0	0	0	0	1	0	0	1
1188	610	0	1692	1	190	0	0	0	0	0	0	0	1	0	0	1
1189	611	0	1692	1	190	0	0	0	0	0	0	0	1	0	0	1
1190	612	0	957	1	190	0	0	0	0	0	0	0	1	0	0	1
1191	613	0	143	1	190	0	1	0	0	0	0	0	1	0	0	1
1192	614	0	234	1	190	0	0	0	0	0	0	0	1	0	0	1
